tweet_text,cleaned_text,label,disaster_type
"RT @6abc: #BREAKING Officials: 4 dead, 67 injured in NYC train derailment  http://t.co/URiTMehSAA",breaking official dead injured nyc train derailment,9,Transportation Accident
"911 tapes recount horrific scene: As the Texas town rocked by a plant explosion recovers, 911 tapes reveal the... http://t.co/bzQTmAWr2N",tape recount horrific scene texas town rocked plant explosion recovers tape reveal,3,Explosion
"RT @dost_pagasa: Hourly Update: #YolandaPH (9PM November 8, 2013)  The eye of Typhoon “YOLANDA” was located over Busuanga, Palawan (12.0°N,…",hourly update yolandaph pm november eye typhoon yolanda located busuanga palawan,10,Typhoon
@piersmorgan so gun control again today? #LAXshooting,gun control today laxshooting,8,Shooting
Refinery Disaster Will Be Hit to Venezuela's Oil Industry - Reason http://t.co/Pxgh6wvt,refinery disaster hit venezuela oil industry reason,3,Explosion
#bigwet #Djokovic http://t.co/MKlUmgiA Wtf!!! -- We love this kind of,bigwet djokovic wtf love kind,5,Flood
"LAX shooter remains heavily sedated, under guard - http://t.co/RtQsJN3Tpt http://t.co/Kk3yv9qKMO",lax shooter remains heavily sedated guard,8,Shooting
RT @VicehoodNews: LAX Shooting Victim: Human or Dummy? http://t.co/SXxeAQjv2Y #LAXShooting #Dummy #Conspiracy #TeamWakeEmUp #Wheelchair #Fa…,lax shooting victim human dummy laxshooting dummy conspiracy teamwakeemup wheelchair,8,Shooting
RT @Harry_Styles: Millions in the Philippines need clean water &amp; shelter now. @oxfamgb is there: donate to their #Haiyan appeal! http://t.c…,million philippine need clean water shelter donate haiyan appeal,10,Typhoon
"RT @faithcnn: The Philippines staggering toll: Over 1,800 dead; countries pledge $54 million so far. http://t.co/iaQS3V9Bg2 #TyphoonHaiyan",philippine staggering toll dead country pledge million far typhoonhaiyan,10,Typhoon
New York train crash: Four dead and dozens injured in derailment http://t.co/nigdomqQdE,new york train crash four dead dozen injured derailment,9,Transportation Accident
#Sydney #fire please be over right now!! http://t.co/jkgzoUdokt,sydney fire please right,11,Wildfire
Powerful quake kills at least 4 in northern Italy - Boston Herald http://t.co/qfe9G29V,powerful quake kill least northern italy boston herald,2,Earthquake
"RT @AnonOpsLegion: Blood, glass, debris on sidewalk where one of two Boston Marathon explosions occurred: http://t.co/dZ9zQdLuP3  #Bosto ...",blood glass debris sidewalk one two boston marathon explosion occurred bosto,0,Bombing
RT @Gingermommy: Help those affected by explosions in #LacMégantic. Donations can be made to @redcrosscanada: http://t.co/B259uftG3E  ,help affected explosion lacmégantic donation made,9,Transportation Accident
RT @CapitalisticPig: @ChrisLoesch CBS reports LAX shooter was off-duty TSA. This means 3 mass shooting over past 4 years have been by Gover…,cbs report lax shooter offduty tsa mean mass shooting past year,8,Shooting
"RT @SchoolprobIems: Weather Hot, We complain, Weather Cold, We complain, Now got haze, We complain. If Singapore got snow, Will complain or…",weather hot complain weather cold complain got haze complain singapore got snow complain,6,Haze
RT @BreakingNews: Google rolls out Person Finder for those affected by Boston Marathon explosions http://t.co/S26qrQC5Zm,google roll person finder affected boston marathon explosion,0,Bombing
Firies to link two Blue Mountains Fires: A desperate backburning operation in the NSW Blue Mountains is underway... http://t.co/XQvfICUUmN,firies link two blue mountain fire desperate backburning operation nsw blue mountain underway,11,Wildfire
"The death toll from the collapse of the clothing factory at Savar, Dhaka, Bangladesh on Wednesday is already 300, &amp; is expected to...",death toll collapse clothing factory savar dhaka bangladesh wednesday already expected,1,Building Collapse
It's so weird I was there days ago in the same terminal #LAX #PrayForLAX,weird day ago terminal lax prayforlax,8,Shooting
We have the same anti-asteroid space program in place that the dinosaurs had. #meteor,antiasteroid space program place dinosaur meteor,7,Meteor
"respect! RT @AkmalHkim: Despite the haze,the construction workers are still doing their job to make Singapore look good.",respect despite hazethe construction worker still job make singapore look good,6,Haze
RT @gogreen18: The #RussianMeteor crash and the #DA14 asteroid remind me how very small humans are and how very big mother nature is.,russianmeteor crash da asteroid remind small human big mother nature,7,Meteor
"Gbre! Ramdam na namin hagupit ng super typhoon... Lord, have mercy on us! #PabloPH",gbre ramdam na namin hagupit ng super typhoon lord mercy u pabloph,10,Typhoon
RT @cnnbrk: The father of the Boston bombing suspects is expected to travel to the U.S. to talk with investigators. http://t.co/Fp7YG3O2Ij,father boston bombing suspect expected travel u talk investigator,0,Bombing
"CAUGHT ON CAMERA: Fertilizer Plant Explosion Near Waco, Texas: http://t.co/rbyrss2qnB vía @youtube",caught camera fertilizer plant explosion near waco texas vía,3,Explosion
"Colo. Wildfires Threaten Tourism - Record heat in Colorado, elsewhere in West hampering efforts to fight wildfires http://t.co/YImCxHkb",colo wildfire threaten tourism record heat colorado elsewhere west hampering effort fight wildfire,11,Wildfire
RT @LennyKravitz: Millions of kids affected by #typhoon #Haiyan need our help. Donate to @UNICEF &amp; help rush supplies: http://t.co/gkcYHrg6…,million kid affected typhoon haiyan need help donate help rush supply,10,Typhoon
RT @deenikml: 7 year old American wrote a letter to Obama about the haze in Singapore. http://t.co/DIOhfwFboB,year old american wrote letter obama haze singapore,6,Haze
RT @Kswan11: Pic of #highparkfire from Estes park high school http://t.co/hTVMKlk6,pic highparkfire estes park high school,11,Wildfire
Prayers and condolences for our brothers and sisters who were affected by #PabloPH. Hope is eternal.,prayer condolence brother sister affected pabloph hope eternal,10,Typhoon
Lacierda: More volunteers needed for repacking | @IanEsguerra #ReliefPH #YolandaPH,lacierda volunteer needed repacking reliefph yolandaph,10,Typhoon
"RT @Texas_Legend: This week: Boston bombs, Texas explosion, 14 year olds kill homeless man, and now gunfire at MIT in Boston. Jesus, thi ...",week boston bomb texas explosion year old kill homeless man gunfire mit boston jesus thi,3,Explosion
NJ-born suspect in LAX shooting spree targeted TSA - Burlington County Times http://t.co/Ph8cAeoW06 (Latest) #Giants #RedSkins,njborn suspect lax shooting spree targeted tsa burlington county time latest giant redskin,8,Shooting
We did our part for the survivors of haiyan typhoon.. Ntg makes you feel better than giving a hand to… http://t.co/TXkCYDHuPg,part survivor haiyan typhoon ntg make feel better giving hand,10,Typhoon
"Is the meteor that his Russia 2012 DA14, the same one everyone was talking about, or a different one? #NYTScience",meteor russia da one everyone talking different one nytscience,7,Meteor
"RT @DarlonSS: This building collapse in Bangladesh where 400 people died and 2,500 were injured! how many hashtags did you see about that? …",building collapse bangladesh people died injured many hashtags see,1,Building Collapse
i get all the donations and stuff to the #yyc flooding but majority of the people in Calgary who are affected are pretty well off,get donation stuff yyc flooding majority people calgary affected pretty well,5,Flood
"RT @aaandychua: we have all types of weather here in singapore now. you want the sun, rain, haze or hail?",type weather singapore want sun rain haze hail,6,Haze
"RT @JudiGatson: Live coverage of #West, TX fertilizer plant explosions coming up on #WIS10 ...  http://t.co/FzuukC5N0X",live coverage west tx fertilizer plant explosion coming wi,3,Explosion
"#Texas rescue op hampered by strong winds, death toll still unknown - Follow LIVE UPDATES http://t.co/x5rhiOMAp7  #WestTX",texas rescue op hampered strong wind death toll still unknown follow live update westtx,3,Explosion
RT @KOAA_5: Fire has now eaten nearly 29 miles of our beloved Colorado. #waldocanyonfire,fire eaten nearly mile beloved colorado waldocanyonfire,11,Wildfire
RT @Karen_DaviLa: Typhoon Pablo overnight:  43 people dead in Compostela Valley. 29 dead in Davao Oriental.,typhoon pablo overnight people dead compostela valley dead davao oriental,10,Typhoon
RT @victoriaxo2: #prayfortexas 💜,prayfortexas,3,Explosion
"RT @OhGerald: Dear Typhoon Pablo, please let us, Filipinos, enjoy our Christmas, It's the most beautiful time of the year! Don't be epal ...",dear typhoon pablo please let u filipino enjoy christmas beautiful time year epal,10,Typhoon
"Face-to-face with the airport gunman: Leon Saryan tells Anderson the LAX shooter walked right up to him, and ... http://t.co/r3y4bhcMoM",facetoface airport gunman leon saryan tell anderson lax shooter walked right,8,Shooting
#prayforwest #prayforboston #PrayForAmerica my thoughts go out to Texas and Boston !!!!!,prayforwest prayforboston prayforamerica thought go texas boston,3,Explosion
Commissioner Stewart says it's absolute lunacy to be driving through flooded creeks. Speaking with @7NewsBrisbane now #bigwet,commissioner stewart say absolute lunacy driving flooded creek speaking bigwet,5,Flood
#UGC RT @annaoposa: The rain is getting stronger here in #Malapascua #Cebu and no more electricity. #PabloPH http://t.co/IS53vjc5,ugc rain getting stronger malapascua cebu electricity pabloph,10,Typhoon
RT @CBSLA: #LAX UPDATE: #LAPD Cmdr Andrew Smith: 1 suspect in custody. There is no second suspect. http://t.co/u2w91HIAhP,lax update lapd cmdr andrew smith suspect custody second suspect,8,Shooting
“@Noosaville: Boats along Gympie Terrace #Noosa river foreshore #bigwet http://t.co/bBTIZ1nQ” Geez mate it's rough!,boat along gympie terrace noosa river foreshore bigwet geez mate rough,5,Flood
RT @ChannelNewsAsia: BREAKING #SGHaze PSI hits 290!,breaking sghaze psi hit,6,Haze
RT @ShoutSteph: And I thought living on boulder creek would be a good thing... #flashflood #boulderflood #bouldercreek http://t.co/fe1LuXPp…,thought living boulder creek would good thing flashflood boulderflood bouldercreek,5,Flood
RT @Forbes: A meteor strikes Russia while an asteroid misses Earth http://t.co/zTD8lITv,meteor strike russia asteroid miss earth,7,Meteor
Chinese hotelier feared dead in helicopter crash: Lam Kok was touring the 60-hectare château he bought on Frid... http://t.co/Y7zyPslizv,chinese hotelier feared dead helicopter crash lam kok touring hectare château bought frid,9,Transportation Accident
RT @nowthisnews: Just who was the LAX shooter? Find out here: http://t.co/1qou0uS6h8,lax shooter find,8,Shooting
@gretchencarlson Not known what kind of fertilizer made at Waco plant.,known kind fertilizer made waco plant,3,Explosion
RT @Smithankyou: The story of how I finally got a N95. #SGHaze #Singapore #BADSGHazePuns http://t.co/rggMwsbCMx,story finally got sghaze singapore badsghazepuns,6,Haze
"RT @VictoriaTaft: Off duty @PPB officer helpless bystander at #LAX ,And she said this was actually the one time she decided not to... http…",duty officer helpless bystander lax said actually one time decided,8,Shooting
RT @anniejclark: So unbelievably sad to hear about what happened in Boston. Praying for all those affected by this horrible tragedy. #Pr ...,unbelievably sad hear happened boston praying affected horrible tragedy pr,0,Bombing
"RT @HuffPostPol: Ted Cruz asks for federal aid after Texas explosion, but voted against federal aid post-#Sandy http://t.co/UxIfIpDf5J",ted cruz asks federal aid texas explosion voted federal aid postsandy,3,Explosion
Building collapsing during Italy earthquake caught on camera http://t.co/TSd8YGXu #video #news,building collapsing italy earthquake caught camera video news,2,Earthquake
RT @NewsBreaker: BREAKING: CBS 11: Entire town of West Texas under evacuation; toxic fumes may be spreading south,breaking cbs entire town west texas evacuation toxic fume may spreading south,3,Explosion
Another explosion in Texas?? What's going on ? 😱😱,another explosion texas whats going,3,Explosion
RT @tjmanotoc: the @nytimes has put the story of #YolandaPH onslaught as their top story http://t.co/6sHWV2XFtA,put story yolandaph onslaught top story,10,Typhoon
"RT @Metro_Nolais: Flyover into downtown off Memorial closed, downtown could be hit bad #yycflood",flyover downtown memorial closed downtown could hit bad yycflood,5,Flood
Prayers go out to the people and families of the Boston Tragedy #PrayersforBoston,prayer go people family boston tragedy prayersforboston,0,Bombing
"#LiveWire #TMZLIVE Bangladeshi engineer arrested in building collapse: DHAKA, Bangladesh (AP)... http://t.co/FyzjBDb62Q #LiveWireRecords",livewire tmzlive bangladeshi engineer arrested building collapse dhaka bangladesh ap livewirerecords,1,Building Collapse
"RT @TheFPShow: We can rest easy now, it appears that Spiderman himself has joined the search for the Boston Marathon bomber! http://t.co/MB…",rest easy appears spiderman joined search boston marathon bomber,0,Bombing
RT @Actulyjuses: hoep dat #RussianMeteor tot u ppl 2 wership me betr plenti moar wer dat caem frum if u dnt git teh fuk 2 cherch,hoep dat russianmeteor tot ppl wership betr plenti moar wer dat caem frum dnt git teh fuk cherch,7,Meteor
"RT @MakKauTakAjar: It's only haze. If it snows in Singapore, better start praying...",haze snow singapore better start praying,6,Haze
RT @KaraKrystel: My heart goes out to all that were affected by the explosion in Boston.,heart go affected explosion boston,0,Bombing
RT @shelleymlloyd: A State of National Calamity  declared in the Philippines in the wake of Typhoon #Haiyan. @abcnews @612brisbane,state national calamity declared philippine wake typhoon haiyan,10,Typhoon
"Meteor Strikes Russia, Over 1000 Believed Injured - ABC News http://t.co/tY49Qcd4",meteor strike russia believed injured abc news,7,Meteor
Man for all Men! :) Here we go. #CSAReliefOps #ReliefPH http://t.co/nysSNNHq,man men go csareliefops reliefph,5,Flood
"@slaylly Obama's words: President Obama attends a memorial for those who died in the blast in West, Texas.        @tobikinz",obamas word president obama attends memorial died blast west texas,3,Explosion
Train na naman!!--&gt;“@ANCALERTS: Police say a Metro-North passenger train has derailed in New York City; some cars in water | via @AP”,train na naman police say metronorth passenger train derailed new york city car water via,9,Transportation Accident
Canny believe that helicopter crash last night!,canny believe helicopter crash last night,9,Transportation Accident
RT @dannycafferys: Sad weekend Helicopter crash #glasgow  Train crash #NewYork  Celebrity car crash #California  #happensin3s #nomore pleas…,sad weekend helicopter crash glasgow train crash newyork celebrity car crash california happensins nomore,9,Transportation Accident
Brazil nightclub fire 'like a war zone' with bodies piled: Most of the bodies of 231 people killed in a Brazil n... http://t.co/GdZ0IYQS,brazil nightclub fire like war zone body piled body people killed brazil,4,Fire
"RT @cdrc1984: Our friends in the U.S., Agnes and Stefan, are raising funds for CDRC's Typhoon Yolanda response. Just click the... http://t.…",friend u agnes stefan raising fund cdrcs typhoon yolanda response click,10,Typhoon
Texas Fertilizer Plant Explosion Captured in Viral Video http://t.co/WIX6iBGYHN,texas fertilizer plant explosion captured viral video,3,Explosion
Experts Warn: Cybercriminals Exploit News of Train Crash in Spain with their Malicious Campaigns http://t.co/TvZYzpuiDS #ccureit,expert warn cybercriminals exploit news train crash spain malicious campaign ccureit,9,Transportation Accident
Another explosion. What's happening with the world? #PrayForTexas,another explosion whats happening world prayfortexas,3,Explosion
#ph second tier cities development  important. Even a flood can shut down biznez #philippine wide if metro affected. Too centralized.,ph second tier city development important even flood shut biznez philippine wide metro affected centralized,5,Flood
"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters #lgf #p2",caribbeanwide tsunami watch effect costa rican quake pacific tsunami warning center say lgf,2,Earthquake
"RT @Reuters: Chile Interior Minister Hinzpeter says not yet issuing evacuation order for country's coastline following Costa Rica quake, ...",chile interior minister hinzpeter say yet issuing evacuation order country coastline following costa rica quake,2,Earthquake
I want to hang out in the studio with @justinbieber and support Typhoon Haiyan relief!,want hang studio support typhoon haiyan relief,10,Typhoon
RT @PetesWire: BREAKING: Better shot of boat where suspected #bostonmarathon bomber was hiding out. #wbz http://t.co/HsVqIDbMMd,breaking better shot boat suspected bostonmarathon bomber hiding wbz,0,Bombing
#QLDfloods: Authorities are warning of tornadoes for #SunshineCoast &amp; #Brisbane. We are live to #Brisbane next http://t.co/XirK70Fe,qldfloods authority warning tornado sunshinecoast brisbane live brisbane next,5,Flood
RT @myheartisablaze: #RussianMeteor rule!,russianmeteor rule,7,Meteor
"Unbelievable that meteor striking Russia,I'm praying we get one to smash into Irvine to brighten the place up &amp; improve this shithole.....",unbelievable meteor striking russiaim praying get one smash irvine brighten place improve shithole,7,Meteor
"RT @DepEd_PH: Xavier University/Ateneo de Cagayan #walangpasok Tues., Dec. 4 declared by Father Bobby Yap. #PabloPH #CDO | via @eiracabe ...",xavier universityateneo de cagayan walangpasok tues dec declared father bobby yap pabloph cdo via,10,Typhoon
#RussianMeteor How can Astronomers Come out and say that the #russianmeteor has nothing to do with the #ASTEROID PASSING EARTH TODAY #liars,russianmeteor astronomer come say russianmeteor nothing asteroid passing earth today liar,7,Meteor
I am honestly sick who could be so disgusting to do this to someone? We will get answers and find you #prayforboston,honestly sick could disgusting someone get answer find prayforboston,0,Bombing
“@imlolabashang: Strongest typhoon: YOLANDA   Strongest nation: PHILIPPINES   Strongest people: FILIPINOS”,strongest typhoon yolanda strongest nation philippine strongest people filipino,10,Typhoon
RT @MikeElk: Wow front page of Waco Tribune on #westtx explosion http://t.co/2aZaqKAHoe,wow front page waco tribune westtx explosion,3,Explosion
In The Furnace --&gt; http://t.co/aJy4uBgm #resilience #bangonPilipinas #reliefPH #manilafloods,furnace resilience bangonpilipinas reliefph manilafloods,5,Flood
This Metro-North derailment is horrible. That train must have been going awfully fast for cars to be that far off the tracks.,metronorth derailment horrible train must going awfully fast car far track,9,Transportation Accident
"Collapsed building owner's property to be seized: SAVAR, Bangladesh (AP) — A top court in Bangladesh asked the... http://t.co/9MFecrGU06",collapsed building owner property seized savar bangladesh ap top court bangladesh asked,1,Building Collapse
RT @TrishaChance: @greysonchance Please pray for Davao Enchancers here in Philippines. #Typhoon,please pray davao enchancers philippine typhoon,10,Typhoon
RT @ohteenquotes: I'd rather have classes than seeing people of my country suffering and dying. #PrayForThePhilippines #rescuePH,would rather class seeing people country suffering dying prayforthephilippines rescueph,5,Flood
RT @SnottieDrippen: Club was fiyahhhh RT @AP: BREAKING: Police say at least 90 people dead in nightclub fire in southern Brazil,club fiyahhhh breaking police say least people dead nightclub fire southern brazil,4,Fire
The Lede: The Tale of the Tsarnaev Brothers’ Carjacking Victim: The Boston Globe published a riveting story ab... http://t.co/70vjZxkMCe,lede tale tsarnaev brother carjacking victim boston globe published riveting story ab,0,Bombing
"Fears 10,000 dead in Philippines as Typhoon approaches Vietnam http://t.co/nKJatOg7at",fear dead philippine typhoon approach vietnam,10,Typhoon
"#sghaze Back to the PSI 300 range, please wear a mask as you go out.   9AM - 323 10AM - 326 11AM - 322  Stay safe guys",sghaze back psi range please wear mask go stay safe guy,6,Haze
At least 17 dead after Italy quake; thousands homeless: Rescue workers combing through the rubble of Italy's lat... http://t.co/ZQw2LlMV,least dead italy quake thousand homeless rescue worker combing rubble italy lat,2,Earthquake
Fires in Sydney's Blue Mountains have destroyed nearly 200 homes. #nswfires http://t.co/NlJebvN9Xl,fire sydney blue mountain destroyed nearly home nswfires,11,Wildfire
"RT @ELFriendSone: [INFO] Today, SNSD going to Singapore for Kpop festival. There is haze (kabut asap) in Singapore. Hope they are doing wel…",info today snsd going singapore kpop festival haze kabut asap singapore hope,6,Haze
RT @TheUmno: MT @KellyNehls: #photo Unedited photo from New Belgium Brewery #highparkfire #fortcollins #loc New Belgium Brewery # http:/ ...,mt photo unedited photo new belgium brewery highparkfire fortcollins loc new belgium brewery http,11,Wildfire
RT @CNN: Meteor in Russia injures more than 700 - watch the explosion: http://t.co/y9O6y5DQ,meteor russia injures watch explosion,7,Meteor
Homes destroyed in Colorado floods http://t.co/3wECmc0Z4q #news,home destroyed colorado flood news,5,Flood
RT @KCRG: ABC News is reporting that air quality experts have been brought into Boston to ensure explosions were not a chemical attack.,abc news reporting air quality expert brought boston ensure explosion chemical attack,0,Bombing
RT @SalArmyEDS: Help #SalvationArmy assist disaster survivors - T.S. #Debby http://t.co/A7olsEBO &amp; Colorado #wildfires http://t.co/O ...,help salvationarmy assist disaster survivor t debby colorado wildfire,11,Wildfire
Bangladesh PM visits factory collapse site http://t.co/F4VfYTVD02 #video #equites,bangladesh pm visit factory collapse site video equites,1,Building Collapse
RT @charlesadler: They haven't yet finished counting the dead in Lac Megantic. But Mulcair exploits victims with brain dead smear-blaming H…,yet finished counting dead lac megantic mulcair exploit victim brain dead smearblaming,9,Transportation Accident
"At least 60 killed, up to 131 injured, after train derails in Spain - http://t.co/pjTl2YJdj3",least killed injured train derails spain,9,Transportation Accident
RT @Asadi_H: @sara_HR4All: Bangladesh’s other workplace catastrophes http://t.co/3TSzlVzRek #Bangladesh #HumanRights,bangladesh workplace catastrophe bangladesh humanrights,1,Building Collapse
"RT @bencnn: “@cnni: #Bangladesh building collapse death toll passes 900, senior government officials tell CNN”",bangladesh building collapse death toll pass senior government official tell cnn,1,Building Collapse
Holy cow. What a video of the Russian meteor http://t.co/UhhxoAyH  (via @Latinoreview),holy cow video russian meteor via,7,Meteor
Rescue operation finds 100 alive in #Savar #Bangladesh but 100s more still buried http://t.co/JPuEYipMxy URGENTLY need heavy equipment,rescue operation find alive savar bangladesh still buried urgently need heavy equipment,1,Building Collapse
"After, at least 892 died at the Rana Plaza disaster, 8 more have died in a tragic fire in #Bangladesh. http://t.co/fFSdDzCqtG",least died rana plaza disaster died tragic fire bangladesh,1,Building Collapse
"“@cnnbrk: Death toll in Bangladesh building collapse rises to 803, state news agency reports. http://t.co/mnSDG4eIv7” so unreal!",death toll bangladesh building collapse rise state news agency report unreal,1,Building Collapse
RT @ErMatteo: USATE L'HASHTAG #TERREMOTOSERV PER TUTTE LE COMUNICAZIONI IMPORTANTI RELATIVE AL #TERREMOTO . USIAMOLO COME CANALE DI SERV ...,usate lhashtag terremotoserv per tutte le comunicazioni importanti relative al terremoto usiamolo come canale di serv,2,Earthquake
tell me if this isn't like PSI 500. what a nice morning #sghaze #nofilter #seriously #wtfisthis… http://t.co/FahmmIkyho,tell like psi nice morning sghaze nofilter seriously,6,Haze
RT @SprtsHumor: Scientists say that 'meteor' this morning was just a Dwight Howard free throw from last night. #RussianMeteor,scientist say meteor morning dwight howard free throw last night russianmeteor,7,Meteor
RT @charlescwcooke: California should pass gun control. RT @anblanx: Breaking Shooting at LAX. Terminal 2 Sources say report 2 victims down…,california pas gun control breaking shooting lax terminal source say report victim,8,Shooting
Huh? Wat n bericht.... Dow Jones: Over 250 Injured in Meteor Shower Above Central Russia - Official,huh wat bericht dow jones injured meteor shower central russia official,7,Meteor
[Denver News] Colorado wildfire ranks as most destructive in state history: DENVER (Reuters) - An 85-square-mile... http://t.co/yHGdSthP,denver news colorado wildfire rank destructive state history denver reuters squaremile,11,Wildfire
"Hashtags Help Coordinate Relief Efforts in Philippine Floods: More About: Philippines, disaster relief, flooding http://t.co/0pEDeQLy",hashtags help coordinate relief effort philippine flood philippine disaster relief flooding,5,Flood
@bylandl I hear Metro North and derailment and I start (with no statistical justification) worrying about you. Hoping my worry is pointless.,hear metro north derailment start statistical justification worrying hoping worry pointless,9,Transportation Accident
"RT @CalebQuickstep3: CAUGHT ON CAMERA: Fertilizer Plant Explosion Near Waco, Texas http://t.co/eOtvaiOqt5 via @youtube You have to be ki ...",caught camera fertilizer plant explosion near waco texas via ki,3,Explosion
Damn a meteor hit Russia!,damn meteor hit russia,7,Meteor
"RT @ABC7: #LAX UPDATE: One TSA officer has died and multiple TSA employees were shot, sources confirm http://t.co/u5lTveArpy",lax update one tsa officer died multiple tsa employee shot source confirm,8,Shooting
@McDo_ph 2 million Manila flood victims still have NO Food and Clothing.  Please RT these donation centers locations: http://t.co/gb5otGmX,million manila flood victim still food clothing please donation center location,5,Flood
RT @RafaelNadal: What is happening in Guatemala has me speechless! All my support to those affected by the earthquake!,happening guatemala speechless support affected earthquake,2,Earthquake
crazy shooting at #LAX,crazy shooting lax,8,Shooting
RT @dprincessmaja: @piacayetano: “@GetReadyPinas: Typhoon Bopha #PabloPH expected to enter PH tonight. #GetReadyPinas” - Be safe everyone!,typhoon bopha pabloph expected enter ph tonight getreadypinas safe everyone,10,Typhoon
RT @alliharvard: i just heard about the earthquake in the philippines! i hope everyone is okay ♡,heard earthquake philippine hope everyone okay,2,Earthquake
PUBLIC REPORTS| City of Manila Flood &amp; Traffic Situation,public report city manila flood traffic situation,5,Flood
"LAX shooting: Shots fired at Los Angeles International Airport, multiple injuries  http://t.co/sbfBcKrnnt",lax shooting shot fired los angeles international airport multiple injury,8,Shooting
More survivors unlikely in Bangladesh building collapse - CNN http://t.co/5q7aj75JPi,survivor unlikely bangladesh building collapse cnn,1,Building Collapse
"Cars swept away, newsrooms evacuated — How Calgary newsrooms dealt with the worst flood in Alberta's history http://t.co/Ua9ydrFA8H",car swept away newsroom evacuated calgary newsroom dealt worst flood alberta history,5,Flood
"RT @Reuters: Eight confirmed dead, 1,600 homes destroyed in Colorado floods http://t.co/l0DyDTE4IV",eight confirmed dead home destroyed colorado flood,5,Flood
"RT @AP: MORE: Authorities: Those injured in plant explosion near Waco, Texas, being taken to hospitals by troopers: http://t.co/fPPEpiHl ...",authority injured plant explosion near waco texas taken hospital trooper,3,Explosion
Crisis Averted For Now In Australia's Fight Against Fires http://t.co/Ttx0Vqn5BW,crisis averted australia fight fire,11,Wildfire
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,prayer family tsa agent killed today lax victim injured,8,Shooting
RT @ErikaEnd0: People really suck. #prayforboston,people really suck prayforboston,0,Bombing
RT @BarrettAll: Off-duty TSA agent shot and killed at #LAX. My thoughts and prayers go to the family and all involved. http://t.co/aKuEfOwK…,offduty tsa agent shot killed lax thought prayer go family involved,8,Shooting
"RT @paul_lander: Russia got hit with Meteor, NRA says they should have had more guns to protect it.",russia got hit meteor nra say gun protect,7,Meteor
"RT @wave105radio: NEWS: Rescuers in Bangladesh have found a survivor from the Dhaka factory collapse, 17 days on.",news rescuer bangladesh found survivor dhaka factory collapse day,1,Building Collapse
"RT @CBCAlerts: Rail carriers to tighten rules after #LacMégantic tragedy  . CN, CP's new policies to focus on unattended trains.",rail carrier tighten rule lacmégantic tragedy cn cps new policy focus unattended train,9,Transportation Accident
CNN: 20 dead in train crash in Spain http://t.co/7p0vvjHEYM #Spain #Sad #CNN,cnn dead train crash spain spain sad cnn,9,Transportation Accident
"RT @Big_Jon_Hunton: My thoughts &amp; prayers go out to all the families affected by the refinery explosion in Amuay, Falcón, Venezuela  ...",thought prayer go family affected refinery explosion amuay falcón venezuela,3,Explosion
"RT @AP: BREAKING: Death toll in Bangladesh factory collapse soars past 1,000 as recovery operation continues. -MM",breaking death toll bangladesh factory collapse soar past recovery operation continues mm,1,Building Collapse
At least 87 dead in Bangladesh building collapse - USA Today - USA TODAY: NDTVAt least 87 dead in Bangladesh b... http://t.co/E78n1GMJ3q,least dead bangladesh building collapse usa today usa today ndtvat least dead bangladesh,1,Building Collapse
RT @CNN: At least 3 dead after earthquake rocks northern Italy http://t.co/wrolmWMv,least dead earthquake rock northern italy,2,Earthquake
RT @COEmergency: Well Owners within Colorado Flood Areas http://t.co/eTrJntwsKe #COFlood,well owner within colorado flood area coflood,5,Flood
Front page shocker: A Colorado family learns - in a shocking way - that their home has been lost to fire. CNN's ... http://t.co/e9gMqlpu,front page shocker colorado family learns shocking way home lost fire cnns,11,Wildfire
@onedirslaytion New York train crash probe begins: The US authorities begin an investigation into the causes of Sunday...  @orgasmicgomez,new york train crash probe begin u authority begin investigation cause sunday,9,Transportation Accident
RT @GdnDevelopment: Bangladesh factory collapse: Will it prompt changes in the garment industry?  http://t.co/AO50kbe68J #globaldev,bangladesh factory collapse prompt change garment industry globaldev,1,Building Collapse
"RT @PhotoWil: The only thing I can do to help Colorado is wait til all the fires are out, then spend my tourist $ there asap. Hope you w ...",thing help colorado wait til fire spend tourist asap hope,11,Wildfire
RT @KFCBarstool: Sick to my stomach thinking about how many fire fighters probably lost their lives in this #WestExplosion. So many had  ...,sick stomach thinking many fire fighter probably lost life westexplosion many,3,Explosion
"RT @TODAYonline: PM Lee, Ministers Ng Eng Hen and Vivian Balakrishnan to speak on #sghaze situation at 3pm, we’ll be tweeting live updates",pm lee minister ng eng hen vivian balakrishnan speak sghaze situation pm tweeting live update,6,Haze
Breaking News: #Denver Colorado floods: Service providers working with customers http://t.co/iuuqsf28lN,breaking news denver colorado flood service provider working customer,5,Flood
@Harry_Styles @zaynmalik @Louis_Tomlinson @Real_Liam_Payne @NiallOfficial PLEASE PRAY FOR US THIS IS VERY SAD #SantaMaria x20,please pray u sad santamaria,4,Fire
Today my lifelong fear of our cabin in Colorado succumbing to fire has actually become a reality.,today lifelong fear cabin colorado succumbing fire actually become reality,11,Wildfire
"RT @tigervixxxen: Not sure if anyone has heard but now 14 wildfires in Colorado. Many homes and 100,000+ acres already lost. Prayers please.",sure anyone heard wildfire colorado many home acre already lost prayer please,11,Wildfire
